longitude,latitude,updated_type,updated_subtype,count
-87.67,41.78,Hazard,Hazard - Shoulder,3
-87.8,41.95,Accident,Minor Accident,3
-87.8,41.94,Hazard,Weather,3
-87.57,41.7,Hazard,Hazard - Road,3
-87.67,41.79,Hazard,Flood,3
-87.66,41.72,Hazard,Weather,3
-87.67,41.8,Hazard,Hazard - Shoulder,3
-87.57,41.66,Jam,Moderate Traffic,3
-87.8,41.93,Hazard,Flood,3
-87.57,41.66,Hazard,Fog,3
-87.67,41.84,Road Closed,Event,3
-87.57,41.66,Accident,Minor Accident,3
-87.59,41.74,Accident,Major Accident,3
-87.59,41.74,Accident,Minor Accident,3
-87.67,41.81,Hazard,Hazard - Shoulder,3
-87.66,41.71,Hazard,Weather,3
-87.58,41.81,Accident,Minor Accident,3
-87.67,41.82,Jam,Moderate Traffic,3
-87.58,41.8,Road Closed,Event,3
-87.65,41.81,Hazard,Flood,3
-87.8,41.8,Accident,Unclassified,3
-87.8,41.8,Accident,Minor Accident,3
-87.67,41.83,Jam,Moderate Traffic,3
-87.67,41.76,Hazard,Hazard - Shoulder,3
-87.8,41.99,Accident,Unclassified,3
-87.8,41.99,Hazard,Weather,3
-87.8,42.0,Accident,Minor Accident,3
-87.79,41.97,Hazard,Unclassified,3
-87.57,41.77,Accident,Minor Accident,3
-87.67,41.68,Hazard,Hazard - Shoulder,3
-87.67,41.68,Jam,Heavy Traffic,3
-87.67,41.69,Hazard,Flood,3
-87.79,41.96,Hazard,Hazard - Shoulder,3
-87.79,41.94,Hazard,Weather,3
-87.79,41.94,Hazard,Hazard - Shoulder,3
-87.67,41.7,Jam,Standstill Traffic,3
-87.67,41.7,Road Closed,Unclassified,3
-87.67,41.71,Hazard,Weather,3
-87.79,41.93,Hazard,Hazard - Shoulder,3
-87.65,41.86,Hazard,Weather,3
-87.65,41.86,Accident,Major Accident,3
-87.57,41.74,Hazard,Weather,3
-87.67,41.72,Road Closed,Unclassified,3
-87.88,41.99,Accident,Major Accident,3
-87.88,41.99,Hazard,Weather,3
-87.88,41.99,Jam,Heavy Traffic,3
-87.79,41.78,Accident,Unclassified,3
-87.67,41.74,Hazard,Flood,3
-87.8,42.0,Hazard,Weather,3
-87.8,42.0,Hazard,Unclassified,3
-87.82,41.94,Road Closed,Unclassified,3
-87.8,42.0,Hazard,Hazard - Shoulder,3
-87.67,41.83,Road Closed,Event,3
-87.59,41.76,Road Closed,Unclassified,3
-87.66,41.96,Jam,Moderate Traffic,3
-87.58,41.73,Road Closed,Unclassified,3
-87.58,41.65,Hazard,Weather,3
-87.67,41.95,Accident,Major Accident,3
-87.66,42.02,Jam,Unclassified,3
-87.83,41.98,Hazard,Fog,3
-87.83,41.98,Hazard,Weather,3
-87.67,41.95,Accident,Minor Accident,3
-87.58,41.74,Hazard,Fog,3
-87.58,41.66,Hazard,Fog,3
-87.65,41.73,Accident,Unclassified,3
-87.82,42.01,Accident,Unclassified,3
-87.67,41.96,Accident,Minor Accident,3
-87.83,41.99,Jam,Heavy Traffic,3
-87.83,41.99,Jam,Standstill Traffic,3
-87.67,41.86,Accident,Minor Accident,3
-87.82,41.99,Jam,Heavy Traffic,3
-87.65,41.69,Road Closed,Unclassified,3
-87.65,41.72,Hazard,Flood,3
-87.58,41.68,Hazard,Hazard - Shoulder,3
-87.58,41.7,Hazard,Hazard - Shoulder,3
-87.67,41.97,Hazard,Weather,3
-87.82,41.94,Accident,Unclassified,3
-87.58,41.72,Hazard,Flood,3
-87.67,41.99,Hazard,Fog,3
-87.67,41.99,Accident,Minor Accident,3
-87.82,41.95,Hazard,Weather,3
-87.67,41.98,Hazard,Flood,3
-87.67,41.94,Hazard,Flood,3
-87.82,42.02,Jam,Unclassified,3
-87.83,41.94,Jam,Moderate Traffic,3
-87.83,41.94,Hazard,Unclassified,3
-87.59,41.77,Hazard,Weather,3
-87.67,41.86,Hazard,Weather,3
-87.84,41.94,Accident,Minor Accident,3
-87.84,41.94,Hazard,Fog,3
-87.59,41.77,Road Closed,Unclassified,3
-87.65,41.78,Accident,Unclassified,3
-87.66,41.68,Jam,Heavy Traffic,3
-87.59,41.79,Accident,Major Accident,3
-87.66,42.0,Hazard,Fog,3
-87.58,41.79,Hazard,Flood,3
-87.66,41.68,Accident,Unclassified,3
-87.59,41.79,Hazard,Weather,3
-87.59,41.79,Jam,Moderate Traffic,3
-87.81,42.0,Hazard,Weather,3
-87.67,41.89,Accident,Major Accident,3
-87.58,41.78,Road Closed,Unclassified,3
-87.58,41.78,Hazard,Fog,3
-87.67,41.89,Accident,Minor Accident,3
-87.67,41.89,Hazard,Flood,3
-87.84,41.98,Hazard,Heavy Snow,3
-87.84,41.99,Hazard,Fog,3
-87.66,42.01,Jam,Moderate Traffic,3
-87.67,41.9,Accident,Minor Accident,3
-87.68,41.82,Hazard,Flood,3
-87.59,41.81,Hazard,Weather,3
-87.88,41.96,Accident,Minor Accident,3
-87.65,41.85,Hazard,Fog,3
-87.82,41.95,Hazard,Fog,3
-87.79,42.0,Hazard,Fog,3
-87.66,41.95,Hazard,Unclassified,3
-87.79,42.0,Jam,Moderate Traffic,3
-87.68,41.97,Hazard,Heavy Snow,3
-87.79,42.0,Hazard,Unclassified,3
-87.66,41.8,Road Closed,Unclassified,3
-87.65,41.93,Hazard,Fog,3
-87.6,41.75,Hazard,Flood,3
-87.78,41.95,Accident,Minor Accident,3
-87.78,41.93,Jam,Moderate Traffic,3
-87.91,41.96,Hazard,Unclassified,3
-87.68,41.98,Accident,Major Accident,3
-87.68,41.89,Accident,Major Accident,3
-87.9,41.95,Jam,Heavy Traffic,3
-87.6,41.77,Jam,Standstill Traffic,3
-87.68,41.95,Hazard,Flood,3
-87.66,41.82,Jam,Unclassified,3
-87.68,41.92,Hazard,Fog,3
-87.78,41.93,Hazard,Hazard - Shoulder,3
-87.65,41.89,Hazard,Heavy Snow,3
-87.89,41.97,Hazard,Unclassified,3
-87.6,41.79,Hazard,Weather,3
-87.56,41.72,Hazard,Flood,3
-87.6,41.74,Jam,Heavy Traffic,3
-87.68,41.95,Hazard,Fog,3
-87.65,41.93,Accident,Major Accident,3
-87.68,41.96,Accident,Major Accident,3
-87.66,41.85,Jam,Moderate Traffic,3
-87.56,41.73,Hazard,Fog,3
-87.66,41.84,Hazard,Fog,3
-87.78,41.92,Hazard,Weather,3
-87.68,41.93,Hazard,Unclassified,3
-87.89,41.98,Accident,Major Accident,3
-87.65,41.9,Hazard,Flood,3
-87.6,41.78,Jam,Standstill Traffic,3
-87.9,41.94,Hazard,Hazard - Shoulder,3
-87.66,41.94,Road Closed,Construction,3
-87.78,41.91,Jam,Moderate Traffic,3
-87.9,41.95,Jam,Standstill Traffic,3
-87.68,41.98,Road Closed,Unclassified,3
-87.68,41.83,Hazard,Unclassified,3
-87.57,41.78,Accident,Major Accident,3
-87.6,41.76,Hazard,Weather,3
-87.68,41.84,Hazard,Fog,3
-87.79,42.0,Accident,Minor Accident,3
-87.6,41.71,Hazard,Fog,3
-87.79,41.99,Accident,Major Accident,3
-87.68,41.83,Accident,Minor Accident,3
-87.56,41.67,Jam,Unclassified,3
-87.6,41.76,Jam,Moderate Traffic,3
-87.56,41.77,Jam,Heavy Traffic,3
-87.89,42.0,Hazard,Hazard - Shoulder,3
-87.68,41.9,Hazard,Flood,3
-87.67,41.68,Accident,Unclassified,3
-87.68,41.82,Jam,Moderate Traffic,3
-87.89,41.99,Hazard,Weather,3
-87.57,41.77,Road Closed,Unclassified,3
-87.79,41.99,Jam,Moderate Traffic,3
-87.68,41.85,Accident,Major Accident,3
-87.66,41.87,Accident,Major Accident,3
-87.65,41.89,Hazard,Fog,3
-87.66,41.94,Hazard,Weather,3
-87.89,42.0,Jam,Unclassified,3
-87.56,41.75,Hazard,Weather,3
-87.91,41.99,Hazard,Unclassified,3
-87.9,41.95,Jam,Unclassified,3
-87.68,42.0,Accident,Major Accident,3
-87.62,41.71,Hazard,Weather,2
-87.84,41.95,Accident,Major Accident,2
-87.84,41.95,Road Closed,Unclassified,2
-87.72,41.99,Jam,Moderate Traffic,2
-87.71,41.69,Jam,Standstill Traffic,2
-87.84,41.96,Accident,Minor Accident,2
-87.72,41.98,Accident,Minor Accident,2
-87.84,41.97,Jam,Heavy Traffic,2
-87.73,41.84,Hazard,Weather,2
-87.56,41.7,Jam,Heavy Traffic,2
-87.62,41.72,Hazard,Flood,2
-87.62,41.71,Hazard,Flood,2
-87.58,41.79,Hazard,Unclassified,2
-87.73,41.83,Jam,Unclassified,2
-87.73,41.86,Hazard,Hazard - Shoulder,2
-87.58,41.79,Hazard,Fog,2
-87.72,41.99,Accident,Minor Accident,2
-87.56,41.7,Hazard,Flood,2
-87.84,41.96,Jam,Moderate Traffic,2
-87.58,41.78,Jam,Moderate Traffic,2
-87.9,41.94,Hazard,Unclassified,2
-87.63,41.81,Hazard,Fog,2
-87.58,41.77,Hazard,Weather,2
-87.73,41.8,Jam,Moderate Traffic,2
-87.58,41.74,Accident,Minor Accident,2
-87.92,41.96,Jam,Unclassified,2
-87.58,41.73,Hazard,Unclassified,2
-87.82,41.93,Hazard,Hazard - Road,2
-87.71,41.77,Hazard,Heavy Snow,2
-87.73,41.78,Accident,Major Accident,2
-87.73,41.76,Road Closed,Unclassified,2
-87.58,41.73,Accident,Unclassified,2
-87.62,41.75,Hazard,Fog,2
-87.73,41.76,Jam,Standstill Traffic,2
-87.58,41.72,Road Closed,Unclassified,2
-87.73,41.76,Hazard,Flood,2
-87.73,41.75,Jam,Standstill Traffic,2
-87.92,41.96,Hazard,Hazard - Shoulder,2
-87.58,41.72,Jam,Moderate Traffic,2
-87.93,42.0,Hazard,Hazard - Shoulder,2
-87.93,42.0,Hazard,Fog,2
-87.62,41.76,Hazard,Flood,2
-87.82,41.94,Jam,Standstill Traffic,2
-87.56,41.75,Accident,Unclassified,2
-87.92,41.99,Hazard,Hazard - Road,2
-87.58,41.76,Hazard,Weather,2
-87.58,41.74,Hazard,Flood,2
-87.71,41.7,Accident,Unclassified,2
-87.58,41.76,Hazard,Hazard - Shoulder,2
-87.58,41.76,Accident,Minor Accident,2
-87.71,41.74,Hazard,Weather,2
-87.83,41.94,Road Closed,Unclassified,2
-87.73,41.82,Hazard,Fog,2
-87.73,41.81,Road Closed,Unclassified,2
-87.83,41.95,Hazard,Hazard - Shoulder,2
-87.58,41.75,Hazard,Fog,2
-87.58,41.75,Accident,Major Accident,2
-87.58,41.74,Road Closed,Event,2
-87.83,41.97,Jam,Standstill Traffic,2
-87.91,41.98,Hazard,Weather,2
-87.56,41.73,Hazard,Weather,2
-87.63,41.8,Road Closed,Unclassified,2
-87.83,41.98,Road Closed,Event,2
-87.56,41.74,Hazard,Weather,2
-87.71,41.75,Road Closed,Unclassified,2
-87.71,41.76,Jam,Standstill Traffic,2
-87.72,41.98,Accident,Major Accident,2
-87.57,41.77,Hazard,Flood,2
-87.58,41.8,Hazard,Fog,2
-87.72,41.74,Accident,Major Accident,2
-87.63,41.9,Accident,Major Accident,2
-87.57,41.74,Hazard,Fog,2
-87.63,41.9,Hazard,Flood,2
-87.89,41.99,Accident,Unclassified,2
-87.57,41.78,Jam,Moderate Traffic,2
-87.72,41.75,Hazard,Weather,2
-87.57,41.73,Jam,Standstill Traffic,2
-87.72,41.75,Hazard,Flood,2
-87.72,41.74,Jam,Moderate Traffic,2
-87.57,41.73,Hazard,Fog,2
-87.72,41.73,Road Closed,Unclassified,2
-87.85,41.99,Hazard,Unclassified,2
-87.72,41.73,Jam,Standstill Traffic,2
-87.72,41.71,Hazard,Hazard - Road,2
-87.72,41.7,Jam,Unclassified,2
-87.88,42.0,Hazard,Hazard - Shoulder,2
-87.89,41.98,Hazard,Flood,2
-87.57,41.72,Jam,Heavy Traffic,2
-87.72,41.88,Accident,Major Accident,2
-87.56,41.65,Jam,Standstill Traffic,2
-87.57,41.72,Hazard,Flood,2
-87.57,41.71,Jam,Standstill Traffic,2
-87.88,41.98,Road Closed,Event,2
-87.57,41.75,Accident,Unclassified,2
-87.72,41.77,Accident,Minor Accident,2
-87.72,41.77,Hazard,Weather,2
-87.72,41.83,Road Closed,Unclassified,2
-87.72,41.81,Hazard,Unclassified,2
-87.72,41.81,Accident,Major Accident,2
-87.63,41.87,Accident,Minor Accident,2
-87.63,41.88,Hazard,Fog,2
-87.57,41.76,Road Closed,Unclassified,2
-87.89,42.0,Accident,Unclassified,2
-87.72,41.8,Hazard,Flood,2
-87.88,41.96,Hazard,Fog,2
-87.72,41.78,Road Closed,Unclassified,2
-87.88,41.96,Road Closed,Unclassified,2
-87.72,41.78,Hazard,Weather,2
-87.72,41.78,Hazard,Heavy Snow,2
-87.57,41.76,Hazard,Weather,2
-87.72,41.78,Accident,Major Accident,2
-87.57,41.76,Hazard,Hazard - Shoulder,2
-87.72,41.77,Road Closed,Unclassified,2
-87.57,41.78,Hazard,Weather,2
-87.72,41.77,Jam,Moderate Traffic,2
-87.88,41.98,Hazard,Flood,2
-87.88,41.98,Hazard,Fog,2
-87.72,41.69,Hazard,Unclassified,2
-87.86,41.97,Hazard,Hazard - Road,2
-87.72,41.88,Jam,Moderate Traffic,2
-87.72,41.92,Hazard,Flood,2
-87.73,41.92,Jam,Moderate Traffic,2
-87.85,41.96,Accident,Unclassified,2
-87.85,41.97,Accident,Minor Accident,2
-87.73,41.91,Jam,Moderate Traffic,2
-87.89,41.95,Jam,Unclassified,2
-87.73,41.91,Accident,Minor Accident,2
-87.73,41.91,Accident,Major Accident,2
-87.62,41.68,Accident,Unclassified,2
-87.9,42.01,Hazard,Hazard - Road,2
-87.56,41.67,Jam,Heavy Traffic,2
-87.73,41.9,Hazard,Weather,2
-87.56,41.69,Accident,Unclassified,2
-87.73,41.9,Hazard,Unclassified,2
-87.56,41.69,Hazard,Flood,2
-87.73,41.9,Hazard,Fog,2
-87.62,41.69,Hazard,Weather,2
-87.62,41.69,Jam,Heavy Traffic,2
-87.85,41.98,Hazard,Fog,2
-87.62,41.7,Hazard,Hazard - Shoulder,2
-87.62,41.7,Hazard,Weather,2
-87.56,41.7,Accident,Unclassified,2
-87.73,41.93,Hazard,Flood,2
-87.63,41.96,Jam,Standstill Traffic,2
-87.72,41.68,Jam,Unclassified,2
-87.73,41.94,Accident,Major Accident,2
-87.72,41.68,Jam,Heavy Traffic,2
-87.72,41.68,Accident,Unclassified,2
-87.73,42.0,Hazard,Unclassified,2
-87.89,41.97,Hazard,Weather,2
-87.73,42.0,Accident,Minor Accident,2
-87.73,41.99,Hazard,Unclassified,2
-87.89,41.97,Accident,Unclassified,2
-87.73,41.99,Hazard,Flood,2
-87.86,41.99,Hazard,Unclassified,2
-87.73,41.98,Accident,Minor Accident,2
-87.72,41.91,Accident,Minor Accident,2
-87.73,41.97,Hazard,Weather,2
-87.86,41.99,Hazard,Weather,2
-87.85,41.95,Hazard,Fog,2
-87.72,41.91,Hazard,Weather,2
-87.73,41.95,Road Closed,Construction,2
-87.89,41.96,Hazard,Fog,2
-87.63,41.94,Hazard,Unclassified,2
-87.66,41.91,Hazard,Fog,2
-87.72,41.91,Road Closed,Unclassified,2
-87.85,41.95,Jam,Unclassified,2
-87.62,41.67,Jam,Unclassified,2
-87.81,41.95,Accident,Minor Accident,2
-87.73,41.74,Hazard,Flood,2
-87.76,41.88,Hazard,Flood,2
-87.79,41.95,Hazard,Weather,2
-87.79,41.96,Hazard,Flood,2
-87.6,41.89,Hazard,Weather,2
-87.76,41.91,Road Closed,Event,2
-87.76,41.91,Accident,Major Accident,2
-87.61,41.8,Accident,Minor Accident,2
-87.6,41.83,Road Closed,Unclassified,2
-87.6,41.83,Road Closed,Event,2
-87.79,41.97,Accident,Major Accident,2
-87.76,41.88,Hazard,Weather,2
-87.61,41.81,Hazard,Hazard - Shoulder,2
-87.61,41.81,Jam,Heavy Traffic,2
-87.76,41.88,Accident,Major Accident,2
-87.79,41.95,Accident,Minor Accident,2
-87.79,41.97,Jam,Moderate Traffic,2
-87.6,41.82,Road Closed,Unclassified,2
-87.6,41.82,Road Closed,Event,2
-87.76,41.87,Hazard,Heavy Snow,2
-87.79,41.99,Hazard,Flood,2
-87.79,41.99,Hazard,Fog,2
-87.6,41.82,Hazard,Unclassified,2
-87.76,41.81,Jam,Moderate Traffic,2
-87.76,41.81,Hazard,Unclassified,2
-87.76,41.8,Road Closed,Unclassified,2
-87.76,41.8,Hazard,Weather,2
-87.76,41.8,Hazard,Flood,2
-87.61,41.79,Hazard,Weather,2
-87.61,41.79,Hazard,Flood,2
-87.82,41.95,Jam,Moderate Traffic,2
-87.76,41.97,Hazard,Heavy Snow,2
-87.8,42.0,Road Closed,Event,2
-87.61,41.72,Jam,Unclassified,2
-87.61,41.73,Hazard,Weather,2
-87.8,42.0,Road Closed,Unclassified,2
-87.61,41.73,Jam,Standstill Traffic,2
-87.79,41.77,Hazard,Hazard - Road,2
-87.61,41.74,Hazard,Weather,2
-87.79,41.78,Hazard,Weather,2
-87.61,41.75,Hazard,Hazard - Shoulder,2
-87.76,41.98,Hazard,Unclassified,2
-87.61,41.76,Hazard,Flood,2
-87.76,41.98,Accident,Minor Accident,2
-87.79,41.79,Accident,Minor Accident,2
-87.61,41.79,Accident,Minor Accident,2
-87.59,41.69,Hazard,Hazard - Road,2
-87.61,41.77,Accident,Minor Accident,2
-87.76,41.96,Accident,Minor Accident,2
-87.79,41.79,Jam,Moderate Traffic,2
-87.61,41.77,Jam,Moderate Traffic,2
-87.79,41.8,Accident,Unclassified,2
-87.76,41.95,Accident,Minor Accident,2
-87.59,41.67,Hazard,Weather,2
-87.76,41.94,Accident,Major Accident,2
-87.79,41.92,Hazard,Fog,2
-87.79,41.93,Jam,Moderate Traffic,2
-87.61,41.78,Road Closed,Unclassified,2
-87.6,41.81,Hazard,Weather,2
-87.79,42.01,Jam,Unclassified,2
-87.78,41.78,Hazard,Weather,2
-87.6,41.72,Accident,Unclassified,2
-87.77,41.93,Accident,Minor Accident,2
-87.77,41.93,Accident,Major Accident,2
-87.77,41.92,Road Closed,Unclassified,2
-87.77,41.92,Jam,Moderate Traffic,2
-87.6,41.74,Jam,Standstill Traffic,2
-87.77,41.9,Hazard,Weather,2
-87.78,41.93,Accident,Unclassified,2
-87.77,41.9,Hazard,Hazard - Shoulder,2
-87.77,41.9,Accident,Minor Accident,2
-87.77,41.87,Hazard,Fog,2
-87.6,41.73,Hazard,Flood,2
-87.78,41.94,Jam,Moderate Traffic,2
-87.77,41.79,Road Closed,Unclassified,2
-87.76,41.8,Accident,Major Accident,2
-87.6,41.68,Road Closed,Event,2
-87.77,41.79,Hazard,Fog,2
-87.6,41.72,Accident,Major Accident,2
-87.78,41.96,Hazard,Hazard - Shoulder,2
-87.77,41.79,Accident,Minor Accident,2
-87.78,41.97,Hazard,Unclassified,2
-87.77,41.78,Accident,Unclassified,2
-87.78,42.01,Hazard,Weather,2
-87.78,42.0,Hazard,Flood,2
-87.78,41.99,Hazard,Hazard - Shoulder,2
-87.6,41.7,Hazard,Unclassified,2
-87.6,41.7,Road Closed,Unclassified,2
-87.6,41.75,Hazard,Hazard - Shoulder,2
-87.77,41.93,Hazard,Weather,2
-87.78,41.92,Accident,Minor Accident,2
-87.6,41.76,Accident,Major Accident,2
-87.76,41.78,Jam,Moderate Traffic,2
-87.61,41.84,Hazard,Unclassified,2
-87.78,41.79,Accident,Minor Accident,2
-87.77,42.01,Hazard,Weather,2
-87.77,42.01,Accident,Unclassified,2
-87.6,41.79,Hazard,Hazard - Shoulder,2
-87.6,41.78,Jam,Heavy Traffic,2
-87.6,41.77,Jam,Unclassified,2
-87.77,41.99,Accident,Minor Accident,2
-87.6,41.77,Jam,Heavy Traffic,2
-87.78,41.89,Hazard,Hazard - Road,2
-87.77,41.97,Hazard,Flood,2
-87.78,41.9,Jam,Unclassified,2
-87.61,41.87,Hazard,Hazard - Shoulder,2
-87.71,41.79,Hazard,Weather,2
-87.78,41.91,Hazard,Hazard - Shoulder,2
-87.77,41.96,Hazard,Hazard - Shoulder,2
-87.77,41.96,Accident,Minor Accident,2
-87.77,41.95,Road Closed,Unclassified,2
-87.77,41.95,Jam,Moderate Traffic,2
-87.61,41.88,Hazard,Weather,2
-87.77,41.94,Jam,Moderate Traffic,2
-87.61,41.88,Jam,Moderate Traffic,2
-87.77,41.94,Hazard,Hazard - Shoulder,2
-87.78,41.91,Hazard,Weather,2
-87.76,42.01,Hazard,Hazard - Road,2
-87.8,41.99,Hazard,Hazard - Shoulder,2
-87.8,41.98,Hazard,Fog,2
-87.81,41.95,Jam,Moderate Traffic,2
-87.58,41.65,Hazard,Fog,2
-87.81,41.92,Hazard,Weather,2
-87.74,41.9,Road Closed,Unclassified,2
-87.59,41.82,Hazard,Fog,2
-87.62,41.83,Hazard,Hazard - Shoulder,2
-87.81,41.93,Hazard,Hazard - Shoulder,2
-87.81,41.94,Accident,Minor Accident,2
-87.59,41.81,Jam,Moderate Traffic,2
-87.62,41.84,Hazard,Weather,2
-87.81,41.95,Hazard,Fog,2
-87.74,41.87,Road Closed,Event,2
-87.74,41.87,Hazard,Weather,2
-87.59,41.81,Accident,Minor Accident,2
-87.74,41.77,Hazard,Flood,2
-87.81,41.97,Accident,Minor Accident,2
-87.74,41.85,Jam,Moderate Traffic,2
-87.74,41.84,Hazard,Weather,2
-87.74,41.84,Hazard,Flood,2
-87.74,41.84,Accident,Minor Accident,2
-87.81,41.97,Jam,Moderate Traffic,2
-87.74,41.83,Hazard,Hazard - Road,2
-87.81,41.98,Road Closed,Event,2
-87.59,41.8,Hazard,Fog,2
-87.81,42.0,Hazard,Flood,2
-87.74,41.8,Accident,Minor Accident,2
-87.81,42.01,Hazard,Hazard - Shoulder,2
-87.58,41.65,Hazard,Unclassified,2
-87.74,41.91,Hazard,Flood,2
-87.74,41.91,Hazard,Weather,2
-87.82,42.02,Hazard,Unclassified,2
-87.74,42.0,Hazard,Unclassified,2
-87.62,41.77,Hazard,Flood,2
-87.58,41.71,Hazard,Unclassified,2
-87.62,41.77,Hazard,Fog,2
-87.74,41.99,Road Closed,Unclassified,2
-87.82,41.98,Hazard,Weather,2
-87.74,41.98,Hazard,Flood,2
-87.82,41.98,Road Closed,Event,2
-87.82,41.99,Hazard,Hazard - Shoulder,2
-87.74,41.97,Hazard,Heavy Snow,2
-87.74,41.97,Hazard,Flood,2
-87.58,41.68,Hazard,Hazard - Road,2
-87.58,41.67,Hazard,Hazard - Shoulder,2
-87.58,41.66,Road Closed,Unclassified,2
-87.82,41.99,Jam,Standstill Traffic,2
-87.74,41.95,Hazard,Flood,2
-87.82,42.0,Accident,Minor Accident,2
-87.62,41.8,Accident,Minor Accident,2
-87.82,42.01,Accident,Major Accident,2
-87.74,41.94,Jam,Moderate Traffic,2
-87.74,41.94,Hazard,Unclassified,2
-87.74,41.93,Jam,Moderate Traffic,2
-87.74,41.93,Hazard,Flood,2
-87.82,42.01,Hazard,Weather,2
-87.62,41.82,Accident,Major Accident,2
-87.81,42.01,Road Closed,Unclassified,2
-87.81,42.02,Accident,Minor Accident,2
-87.75,41.8,Jam,Heavy Traffic,2
-87.61,41.69,Hazard,Flood,2
-87.75,41.89,Road Closed,Unclassified,2
-87.75,41.89,Jam,Moderate Traffic,2
-87.8,41.92,Accident,Major Accident,2
-87.8,41.93,Accident,Minor Accident,2
-87.61,41.65,Jam,Unclassified,2
-87.61,41.66,Accident,Unclassified,2
-87.75,41.88,Accident,Major Accident,2
-87.61,41.66,Jam,Unclassified,2
-87.59,41.73,Hazard,Flood,2
-87.61,41.69,Accident,Major Accident,2
-87.59,41.73,Accident,Minor Accident,2
-87.75,41.87,Hazard,Fog,2
-87.59,41.72,Road Closed,Unclassified,2
-87.74,41.76,Jam,Standstill Traffic,2
-87.75,41.82,Road Closed,Unclassified,2
-87.8,41.94,Hazard,Hazard - Shoulder,2
-87.75,41.82,Road Closed,Event,2
-87.75,41.82,Hazard,Weather,2
-87.75,41.82,Accident,Minor Accident,2
-87.61,41.7,Hazard,Weather,2
-87.61,41.7,Jam,Unclassified,2
-87.75,41.81,Hazard,Weather,2
-87.8,41.96,Hazard,Unclassified,2
-87.8,41.97,Hazard,Weather,2
-87.75,41.81,Accident,Minor Accident,2
-87.8,41.97,Jam,Unclassified,2
-87.8,41.91,Road Closed,Unclassified,2
-87.8,41.91,Jam,Unclassified,2
-87.8,41.91,Jam,Standstill Traffic,2
-87.75,41.91,Accident,Major Accident,2
-87.8,41.76,Accident,Unclassified,2
-87.8,41.76,Hazard,Hazard - Shoulder,2
-87.8,41.77,Accident,Major Accident,2
-87.74,41.74,Jam,Moderate Traffic,2
-87.74,41.74,Accident,Major Accident,2
-87.8,41.77,Accident,Unclassified,2
-87.75,42.0,Jam,Moderate Traffic,2
-87.59,41.77,Accident,Major Accident,2
-87.75,41.98,Road Closed,Unclassified,2
-87.8,41.78,Hazard,Flood,2
-87.8,41.78,Hazard,Unclassified,2
-87.8,41.78,Jam,Moderate Traffic,2
-87.75,41.96,Road Closed,Construction,2
-87.8,41.78,Road Closed,Event,2
-87.75,41.96,Hazard,Flood,2
-87.8,41.79,Road Closed,Unclassified,2
-87.75,41.95,Accident,Minor Accident,2
-87.75,41.94,Accident,Minor Accident,2
-87.75,41.93,Road Closed,Event,2
-87.75,41.93,Hazard,Flood,2
-87.8,41.8,Hazard,Unclassified,2
-87.75,41.92,Road Closed,Unclassified,2
-87.59,41.75,Accident,Major Accident,2
-87.8,41.91,Jam,Heavy Traffic,2
-87.75,41.91,Accident,Minor Accident,2
-87.71,41.79,Hazard,Hazard - Shoulder,2
-87.56,41.77,Jam,Unclassified,2
-87.65,41.98,Accident,Major Accident,2
-87.69,41.8,Hazard,Hazard - Shoulder,2
-87.67,41.91,Road Closed,Event,2
-87.65,41.74,Road Closed,Unclassified,2
-87.69,41.69,Hazard,Weather,2
-87.67,41.92,Road Closed,Event,2
-87.69,41.69,Hazard,Hazard - Shoulder,2
-87.65,41.74,Hazard,Weather,2
-87.7,42.02,Accident,Unclassified,2
-87.67,41.94,Accident,Minor Accident,2
-87.65,41.74,Accident,Minor Accident,2
-87.7,42.01,Hazard,Flood,2
-87.67,41.94,Hazard,Unclassified,2
-87.7,42.01,Accident,Major Accident,2
-87.7,42.0,Road Closed,Construction,2
-87.65,41.73,Jam,Standstill Traffic,2
-87.7,41.99,Hazard,Flood,2
-87.7,41.99,Accident,Major Accident,2
-87.7,41.98,Hazard,Flood,2
-87.7,41.98,Accident,Major Accident,2
-87.7,41.97,Hazard,Unclassified,2
-87.7,41.97,Hazard,Flood,2
-87.7,41.97,Accident,Major Accident,2
-87.64,41.88,Hazard,Fog,2
-87.7,41.96,Road Closed,Event,2
-87.7,41.96,Road Closed,Construction,2
-87.64,41.88,Hazard,Unclassified,2
-87.67,41.91,Hazard,Heavy Snow,2
-87.65,41.75,Hazard,Weather,2
-87.69,41.7,Jam,Standstill Traffic,2
-87.69,41.75,Accident,Unclassified,2
-87.67,41.85,Road Closed,Event,2
-87.67,41.86,Accident,Major Accident,2
-87.69,41.79,Hazard,Weather,2
-87.69,41.78,Accident,Major Accident,2
-87.65,41.78,Hazard,Heavy Snow,2
-87.65,41.78,Hazard,Hazard - Shoulder,2
-87.67,41.86,Road Closed,Event,2
-87.65,41.77,Road Closed,Unclassified,2
-87.64,41.83,Jam,Moderate Traffic,2
-87.67,41.87,Accident,Minor Accident,2
-87.65,41.77,Hazard,Weather,2
-87.64,41.84,Hazard,Fog,2
-87.64,41.85,Hazard,Heavy Snow,2
-87.64,41.84,Hazard,Hazard - Shoulder,2
-87.69,41.74,Jam,Heavy Traffic,2
-87.69,41.74,Hazard,Weather,2
-87.65,41.76,Road Closed,Unclassified,2
-87.69,41.74,Hazard,Hazard - Shoulder,2
